cartodb_id,addrlocat,addrtype,accessabil,organic,transparen,affordabil,commerce_e,education,ahsf,humane_an,community,fair,sustainabl,local,fresh,health_nut,preserves,value_adde,seafood,eggs,meat,dairy,produce,county,regional,national,legal_stru,online_de,cooperativ,food_hub,csa,business_m,business_w,state,city,vbsc,business_n,lon,lat
119,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,.,1,0,1,1,.,https://www.polkfreshfoods.com/,NC,Mill Spring,1,"Polk Fresh Foods, Inc",-80.7846,35.0473
120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,.,1,0,1,1,.,http://www.farmersfreshmarket.org/downeast/,NC,Whiteville,1,Down East Connect,-78.7254,34.3398
121,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,.,1,0,1,0,.,http://www.feastdowneast.org/,NC,Burgaw,1,Feast Down East,-79.0879,34.6594
122,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,LLC,1,0,1,0,.,https://www.golocalncfarms.com/main/default.aspx,NC,Concord,1,"GO Local NC Farms, LLC",-80.603,35.399
123,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,non-profit,1,0,0,0,.,http://www.cnpnc.org/,NC,Durham,1,Community Nutrition Partnership,-78.9185,36.0175
124,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"multi-stakeholder cooperative (producers, consumers, employees)",0,1,0,0,aggregator; subscription program; multi-farm CSA,http://www.sandhillsfarm2table.com/home.php,NC,Whispering Pines,1,Sandhills Farm to Table Cooperative,-78.0517,36.5315
125,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,cooperative,0,1,0,0,.,http://www.newrivergrowers.com/,NC,West Jefferson,1,New River Organic Growers,-81.4913,36.4032
126,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,.,0,0,1,0,.,http://workinglandscapesnc.org/,NC,Warrenton,1,Working Landscapes,-78.3343,36.3545
127,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://www.farmerfoodshare.org/,NC,Chapel Hill,1,Farmer Foodshare Pennies on the Pound (POP) Market,-79.0146,35.9516
128,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,LLC,0,0,1,0,hybrid; farm to consumer (box delivery); farm to business/institution,http://firsthandfoods.com,NC,Durham,1,"Firsthand Foods, LLC",-78.9185,36.0175
129,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,.,0,0,1,0,.,http://www.theproducebox.com/,NC,Raleigh,1,The Produce Box,-78.7808,35.9126
130,,1,,,,,,,,,,1,1,,,1,1,0,0,0,0,1,,,,,LLC,0,0,1,0,.,http://www.easterncarolinaorganics.com/,NC,Pittsboro,1,Eastern Carolina Organics,-79.1772,35.7201
131,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,.,0,0,0,1,.,http://highcountrycsa.wix.com/2015,NC,Banner Elk,1,High Country CSA,-81.7765,36.1543
101,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,.,0,0,1,0,.,http://www.easternmarket.com/,MI,Detroit,1,Eastern Market,-83.044088,42.34908
132,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,.,0,0,0,0,.,http://www.walking-fish.org/,NC,Beaufort,1,Walking Fish,-76.6527,34.7195
133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,cooperative,1,1,1,0,.,https://www.nebraskafood.org/,NE,Lincoln,1,Nebraska Food Cooperative,-96.5934,40.7263
134,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,,0,0,0,1,.,http://tomatotomato.org/,NE,Omaha,1,Tomato Tomato,-95.9172,41.2295
135,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,cooperative,1,1,0,0,.,http://ncfcoop.com/,NH,Colebrook,1,North Country Farmers Coop,-71.5083,44.8888
137,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,1,0,.,0,1,0,0,.,http://www.tricountycoop.net/,NJ,East Windsor,1,Tri-County Cooperative,-74.5392,40.2757
138,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,private,1,1,1,1,CSA; aggregator,http://www.beneficialfarm.com,NM,Santa Fe,1,Beneficial Farm CSA,-106.0194,35.6393
139,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,cooperative,0,1,1,0,distributor,http://lamontanita.coop/co-op-distribution-center-2/,NM,Albuquerque,1,La Montanita Co-op Distribution Center,-106.5451,35.1752
140,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,farmer collective,0,1,0,1,"farmer collective, aggregation, farm-to-school",https://afsc.org/program/new-mexico-agri-cultura-network,NM,Albuquerque,1,Agri-Cultura Network,-106.7234,35.3115
141,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://farmersmarketinstitute.org/,NM,Santa Fe,1,Santa Fe Farmers Market Institute,-106.0194,35.6393
142,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,.,0,0,1,0,.,http://skarsgardfarms.deliverybizpro.com/home.php,NM,Albuquerque,1,Skaarsgard Farms,-106.5451,35.1752
143,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,.,0,0,0,1,.,http://www.rioarribafarms.com/,NM,Abiquiu,1,Rio Arriba Farms CSA,-106.3243,35.1984
144,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,cooperative,1,1,0,0,grazer cooperative; online ordering; supplier to select butchers,http://adkgrazers.com,NY,Greenwich,1,Adirondack Grazers Cooperative,-74.015,40.7049
145,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,non-profit,1,0,1,1,.,http://corbinhillfoodproject.org/,NY,New York,1,Corbin Hill Food Project,-73.8677,40.8533
146,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,.,1,0,1,0,.,http://chqlocalfood.com/home/,NY,Mayville,1,CHQ Local Food Inc,-73.7677,40.6994
147,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,LLC,1,0,1,0,.,https://farmiemarket.com/,NY,Albany,1,FarmieMarket Online,-73.7635,42.6632
148,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,.,1,0,1,0,.,http://thegoodfoodcollective.com/,NY,Rochester,1,"Good Food Collective-Head Water Foods, Inc",-77.6751,43.0847
149,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,.,1,0,1,0,.,http://regionalaccess.net/,NY,Ithaca,1,"Regional Access, Inc",-73.8787,40.7443
150,,,,,,,,,,,,1,1,,,,,,,,,,0,1,0,0,.,1,0,1,0,.,http://www.farmshedcny.com/harvest/,NY,New Woodstock,1,Farmshed Harvest,-73.9237,40.7907
151,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,.,1,0,0,0,farm-to-chef,http://www.hudsonvalleybounty.com,NY,Hudson,1,Hudson Valley Bounty,-73.7577,42.2671
152,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,cooperative,0,1,0,0,.,http://northcountrygrown.com/who-we-are/current-board-of-directors/,NY,Massena,1,North Country Grown Cooperative,-74.9718,44.9505
153,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,cooperative,0,1,0,0,.,http://edenvalleygrowers.com/,NY,Eden,1,Eden Valley Growers,-79.2523,43.1693
154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,.,0,1,0,0,.,http://www.grangecopacker.com/,NY,Essex,1,"Grange Co-packer, LLC",-79.0591,42.8685
155,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,non-profit,0,0,1,0,food retailers,http://www.greenmarketco.org/,NY,New York,1,Greenmarket Co,-73.8677,40.8533
156,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://fingerlakesfresh.com/FLF/,NY,Groton,1,Finger Lakes Fresh Food Hub,-72.068,41.3231
157,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,.,0,0,1,0,.,http://mass-ave.org/programs/mobile-market/,NY,Buffalo,1,Growing Green Mobile Market,-78.8467,42.7996
158,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,.,http://foodlinkny.org/,NY,Rochester,1,Foodlink,-77.584,43.1042
159,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,.,0,0,1,0,.,http://www.smallworldfood.com/,NY,Rochester,1,Small World Food,-77.6751,43.0847
160,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,.,0,0,1,0,.,http://www.luckydogorganic.com/#!hub/c1prx,NY,Hamden,1,Lucky Dog Local Food Hub,-74.1078,40.5827
161,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,.,0,0,1,0,.,http://nelpsc.com/,NY,Sprakers,1,"Northeast Livestock Processing Service Company, LLC",-74.5612,42.9044
162,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,LLC,0,0,1,0,.,http://www.field-goods.com/,NY,Athens,1,Field Goods,-73.8126,42.2632
163,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://farm2tablecopackers.com/,NY,Kingston,1,Farm to Table Co-packers,-73.9811,41.937
164,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,.,0,0,0,1,.,http://www.wintersunfarms.com/,NY,New Paltz,1,Winter Sun Farms,-74.0671,41.7419
165,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,.,1,1,1,0,.,https://www.localfoodmarketplace.com/laketoriver/,OH,Youngstown,1,Lake to River Cooperative,-80.6828,41.103
166,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,1,.,http://fairridgefarms.com/,OH,Hillsboro,1,Fair Ridge Farms,-83.7439,39.079
167,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,LLC,0,0,1,0,.,http://www.shagbarkmill.com/,OH,Athens,1,Shagbark Seed and Mill Company,-80.9441,40.2471
168,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://www.cityfresh.org/,OH,Oberlin,1,New Agrarian Center,-84.4738,39.1785
169,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,.,0,0,1,0,auction,http://www.ohiofoodshed.org/chesterhill/,OH,Chesterhill,1,Chesterhill Produce Auction,-83.088,39.25
170,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,.,0,0,1,0,.,http://www.mvfarmtochef.com/,OH,Dayton,1,Miami Valley Farm to Chef,-84.4323,39.1054
171,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,non-profit,0,0,0,1,.,http://growyoungstown.org/,OH,Youngstown,1,Grow Youngstown,-80.6828,41.103
172,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,cooperative,0,1,0,0,.,http://www.oklahomafood.coop/,OK,Oklahoma City,1,Oklahoma Food Cooperative,-97.465,35.4491
173,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,.,0,0,1,0,.,http://www.urbanagrarian.com/,OK,Oklahoma City,1,Urban Agrarian,-97.465,35.4491
175,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,.,1,0,0,0,.,http://www.eatoregonfirst.com/,OR,Hillsboro,1,Eat Oregon First,-122.8666,45.5391
176,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,cooperative,0,1,1,0,multi-farm direct-to-wholesale food business chains,http://www.countrynaturalbeef.com/,OR,Burns,1,Country Natural Beef,43.5863,-119.0541
177,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,.,0,0,1,1,.,http://www.lanefood.org/home.php,OR,Springfield,1,Lane Local Foods,-123.0255,44.0553
178,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,non-profit,0,0,1,1,.,http://www.gorgegrown.com/,OR,Hood River,1,Gorge Grown Food Network,-121.5012,45.7132
179,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,.,0,0,1,0,.,http://www.growportland.org/growers-alliance/,OR,Portland,1,Grow Portland (Portland Growers Alliance),-122.6785,45.5157
180,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,non-profit,0,0,1,0,.,http://www.centraloregonlocavore.org/,OR,Bend,1,Central Oregon Locavore,-121.2708,44.0552
181,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://opwfresh.com/,OR,Ashland,1,Organic Produce Warehouse,-122.7117,42.1971
182,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,s corp,0,0,1,0,.,http://www.organicgrown.com/,OR,Eugene,1,Organically Grown Company,44.0521,-123.0868
183,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,.,0,0,0,1,.,http://hoodriverorganic.com/,OR,Hood River,1,"Hood River Organic, Inc",-121.5012,45.7132
184,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,cooperative,1,1,0,1,.,http://www.pennscorner.com/,PA,Pittsburgh,1,Penn's Corner Farm Alliance,-79.9996,40.4369
185,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,LLC,1,0,1,0,.,https://www.phillycowshare.com/,PA,Philadelphia,1,Philly CowShare,-76.3556,39.9973
186,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,.,0,1,1,1,.,http://www.clarionriverorganics.com/,PA,Sligo,1,Clarion River Organics,-75.7994,39.8226
187,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,.,0,1,0,1,.,http://www.lancasterfarmfresh.com/,PA,Leola,1,Lancaster Farm Fresh Cooperative,-76.3175,40.0946
188,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,cooperative,0,1,0,1,.,http://www.nwpagrowers.com/,PA,Mercer,1,"Northwest Pennsylvania Growers Cooperative, Inc",-80.3737,41.4076
189,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,cooperative,0,1,0,0,aggregator; wholesale distributor; farm-to-business,http://www.tog.coop,PA,Hustontown,1,Tuscarora Organic Growers Cooperative,-78.0285,40.0473
190,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,non-profit,0,0,1,1,distributor; farm-to-business/institution,http://commonmarketphila.org,PA,Philadelphia,1,Common Market Philadelphia,-76.3556,39.9973
191,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,.,0,0,1,1,.,http://www.groundworkfarms.com/,PA,Millheim,1,GroundWork Farms,-77.4647,40.8633
192,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,1,.,http://www.greensgrow.org/,PA,Philadelphia,1,Greensgrow Farm,-75.1797,39.927
193,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,.,0,0,1,1,.,http://www.lfcfresh.com/,PA,Honesdale,1,Lackawaxen Farm Company,-75.2502,41.5498
194,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,.,0,0,1,0,.,http://www.fairfoodphilly.org/,PA,Philadelphia,1,Fair Food Philly,-76.3556,39.9973
195,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,non-profit,1,0,1,0,hybrid; Farm to consumer (Veggie Box); Farm to business/institution (Market Mobile),http://www.farmfresh.org/hub/,RI,Pawtucket,1,Farm Fresh Rhode Island - Market Mobile,-71.3877,41.8804
196,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,cooperative,0,1,0,0,.,http://www.littlecitygrowers.org/about.html,RI,Providence,1,Little City Growers,-71.4018,41.8496
197,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,non-profit,0,0,1,0,.,http://growfoodcarolina.com/,SC,Charleston,1,GrowFood Carolina,-80.0225,32.7893
198,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,.,0,0,1,0,.,http://sewanee.locallygrown.net/,TN,Sewanee,1,Cumberland Farmer's Market,-82.5589,36.5562
199,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,.,0,0,1,0,.,http://goodfoodforgoodpeople.org/,TN,Nashville,1,Good Food for Good People,-86.5637,36.6776
200,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,cooperative,1,1,0,0,.,http://www.crosstimberscoop.org/,TX,Denton,1,Cross Timbers Food Cooperative,-97.1336,33.223
201,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,.,1,0,1,0,.,http://www.greenling.com/,TX,Austin,1,Greenling,-97.7834,30.2066
202,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,LLC,1,0,1,0,aggregator; online ordering,http://localfoodmarketplace.com/bountifulsprout/,TX,Wimberley,1,Bountiful Sprout,-95.1142,32.5883
203,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,.,0,0,0,1,.,http://www.citysprout.com/,TX,Austin,1,CitySprout,-97.7834,30.2066
204,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,LLC,,,1,,.,http://www.farmtotabletx.com/,TX,Austin,1,Farm to Table Texas,-97.7834,30.2066
205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,cooperative,1,1,0,0,online marketplace,https://localroots.luluslocalfood.com,VA,Goochland,1,Local Roots Food Co-op/Lulus Local Food,-78.0424,37.8115
206,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,.,1,0,1,0,.,https://www.relayfoods.com/welcome,VA,Charlottesville,1,Relay Foods,-77.175,38.8043
207,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,LLC,1,0,1,0,.,http://www.offthevinemarket.com/store/pc/home.asp,VA,Williamsburg,1,Off the Vine Market Inc,-76.7006,37.2681
208,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,LLC,1,0,1,0,.,http://www.cooppartners.coop/,VA,Windsor,1,"Coastal Farms, Inc",-76.738,36.8068
210,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,LLC,1,0,0,0,.,http://aquafarmers.com/,VA,Farmville,1,Virginia Natural Fish Company,-78.4011,37.2967
212,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://www.thefarmtable.org/,VA,Glen Allen,1,The Farm Table,-76.5783,37.1985
213,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,.,0,0,1,0,.,http://www.horseandbuggyproduce.com/,VA,Charlottesville,1,Horse and Buggy Produce,-78.4868,38.0214
214,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,.,0,0,1,0,food product aggregation and distribution,http://asdevelop.org/,VA,Abingdon,1,Appalachian Harvest Network,-77.0445,38.8513
215,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,B-corp,0,0,1,0,aggregator; distributor,http://blueridgeproduce.net,VA,Elkwood,1,Blue Ridge Produce Company,-77.8547,38.5121
216,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,non-profit,0,0,1,0,Farm to business/institution model; distribution; educational farm,http://localfoodhub.org,VA,Charlottesville,1,Local Food Hub,-78.4868,38.0214
218,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,,0,0,1,0,.,http://www.shenandoahfood.com/,VA,Rockbridge Baths,1,Shenandoah Food,-79.5101,37.9961
219,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,.,1,0,1,0,.,http://www.intervale.org/,VT,Burlington,1,Intervale Center,-73.1844,44.4657
220,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,LLC,1,0,1,0,.,http://farmerstoyou.com/,VT,Calais,1,Farmers to You,-72.5497,44.3731
221,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,.,1,0,1,0,.,http://www.greenmountainfarmdirect.org/,VT,Newport,1,Green Mountain Farm Direct,-72.2495,44.9167
223,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,cooperative,0,1,0,0,.,http://deeprootorganic.coop/deeproot/,VT,Johnson,1,Deep Root Organic Cooperative,-73.1956,44.4745
224,1,0,0,1,0,1,1,0,0,0,0,1,1,0,,0,0,1,0,1,0,1,0,1,0,0,.,0,0,1,0,.,http://www.stjalfa.org/,VT,St. Johnsbury,1,Saint Johnsbury Local Food Alliance,-72.0132,44.4647
226,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,.,0,0,1,0,.,http://www.foodworksvermont.org/,VT,Montpelier,1,Food Works at Two Rivers - Farm-to-Table Program,-72.4897,44.2288
227,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,.,0,0,1,0,.,https://harvesttomarket.com/farmers-market/Windham-Farm-and-Food-Network,VT,Brattleboro,1,Windham Food and Farm Network,-72.5616,42.8785
228,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,.,0,0,1,0,.,http://www.vtqualitymeats.com/,VT,Rutland,1,Vermont Quality Meats,-73.0369,43.5939
229,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,.,0,0,0,1,.,http://www.screaminridgefarm.com/,VT,Montpelier,1,Screamin' Ridge Farm,-72.5699,44.2569
230,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,cooperative,1,1,0,1,.,http://okanoganproducers.org/,WA,Okanogan,1,Okanogan Producers Marketing Association,-119.7033,48.2836
231,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,.,1,0,1,0,multi-farm direct-to-consumer business chains,http://www.fullcircle.com/,WA,Carnation,1,Full Circle Farm,47.6479,-121.914
232,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,.,1,0,1,0,.,N/A,WA,Chewelah,1,Northwest Farm Fresh,-117.7166,48.2791
217,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,LLC,0,0,1,0,.,http://ecofriendly.com/,VA,Moneta,1,EcoFriendly Foods,-79.596854,37.213644
209,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,,1,0,1,0,online marketplace,https://falllinefarms.luluslocalfood.com,VA,Richmond,1,Fall Line Farms/Lulus Local Food,-77.476009,37.531399
211,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,non-profit,0,0,1,0,farm; mobile market; food hub; farm-to-school; veteran farmer program,http://arcadiafood.org,VA,Alexandria,1,Arcadia Center for Sustainable Food & Agriculture,-77.139555,38.71746
225,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,.,0,0,1,0,.,http://madriverfoodhub.com/,VT,Waitsfield,1,Mad River Food Hub,-72.840246,44.186655
233,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,.,1,0,0,0,box scheme,http://www.acmefarmsandkitchen.com,WA,Acme,1,Acme Farms and Kitchen,-121.413,45.7903
234,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,non-profit,0,0,1,1,.,http://www.seattletilth.org/,WA,Seattle,1,Seattle Tilth,-122.3746,47.6462
235,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,non-profit,0,0,1,0,"food hub, aggregation, distribution",http://www.21acres.org/farm-to-table/regional-food-hub-at-21-acres,WA,Woodinville,1,21 Acres Center for Local Food and Sustainable Living Food Hub,-122.2113,47.7657
236,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.,0,0,1,0,multi-farm direct-to-wholesale food business chains,http://www.shepherdsgrain.com/,WA,Spokane,1,Shepard's Grain,-117.536,47.7846
